method,seed,scenario,episode,success,recovered,steps,failure_step,recovery_step,first_support_after_failure,support_persistence,unique_active_pairs,pre_recovery_boost,action_hash
w_o_task_support,0,dropout030_delay2_relay_failure_early,44,1,1,46,24,46,-1,0,0,0.0000,0832e23ff9f6e887
w_o_task_support,0,dropout030_delay2_relay_failure_early,47,1,1,47,24,47,-1,0,0,0.0000,5e6d847ec660eabd
w_o_task_support,0,dropout030_delay2_relay_failure_early,45,1,1,49,24,49,-1,0,0,0.0000,cf8c94c9470e73c4
w_o_task_support,0,dropout030_delay2_relay_failure_early,46,0,0,260,24,-1,-1,0,0,,4c00633748322a8a
w_o_task_support,0,dropout030_delay2_relay_failure_early,51,1,1,46,24,46,-1,0,0,0.0000,acad7cc764838a0a
w_o_task_support,0,dropout030_delay2_relay_failure_early,48,1,1,47,24,47,-1,0,0,0.0000,2ece987363f6bfbf
w_o_task_support,0,dropout030_delay2_relay_failure_early,49,0,0,260,24,-1,-1,0,0,,daf7599c311b55a4
w_o_task_support,0,dropout030_delay2_relay_failure_early,50,0,0,260,24,-1,-1,0,0,,0c95c23576cc59d6
w_o_task_support,0,dropout030_delay2_relay_failure_early,53,1,1,45,24,45,-1,0,0,0.0000,34cec3ff04b1a788
w_o_task_support,0,dropout030_delay2_relay_failure_early,55,1,1,45,24,45,-1,0,0,0.0000,6d66ad241b3042e0
w_o_task_support,0,dropout030_delay2_relay_failure_early,52,1,1,46,24,46,-1,0,0,0.0000,39aa3171b060b361
w_o_task_support,0,dropout030_delay2_relay_failure_early,54,1,1,46,24,46,-1,0,0,0.0000,b1e5dad1554eaf0e
w_o_task_support,0,dropout030_delay2_relay_failure_early,56,1,1,45,24,45,-1,0,0,0.0000,aba9ca9b7402b3bb
w_o_task_support,0,dropout030_delay2_relay_failure_early,57,1,1,46,24,46,-1,0,0,0.0000,8772583a4782dc41
w_o_task_support,0,dropout030_delay2_relay_failure_early,59,1,1,46,24,46,-1,0,0,0.0000,234dfd97afa06d19
w_o_task_support,0,dropout030_delay2_relay_failure_early,58,0,0,260,24,-1,-1,0,0,,f9cb6d4e3d3db44c
w_o_task_support,0,dropout030_delay2_relay_failure_early,63,1,1,46,24,46,-1,0,0,0.0000,207255a039689f23
w_o_task_support,0,dropout030_delay2_relay_failure_early,61,1,1,49,24,49,-1,0,0,0.0000,fc0e01ccc49c9937
w_o_task_support,0,dropout030_delay2_relay_failure_early,60,0,0,260,24,-1,-1,0,0,,674a67e1716951c0
w_o_task_support,0,dropout030_delay2_relay_failure_early,62,0,0,260,24,-1,-1,0,0,,789c8fa8294caa62
w_o_task_support,0,dropout030_delay2_relay_failure_early,65,1,1,46,24,46,-1,0,0,0.0000,3c5f4346bf3da879
w_o_task_support,0,dropout030_delay2_relay_failure_early,67,1,1,48,24,48,-1,0,0,0.0000,e94cb27fcc8e8fd4
w_o_task_support,0,dropout030_delay2_relay_failure_early,66,1,1,50,24,50,-1,0,0,0.0000,40d5795e27bd7f42
w_o_task_support,0,dropout030_delay2_relay_failure_early,64,1,1,145,24,145,-1,0,0,0.0000,478ee1ba61d01485
w_o_task_support,0,dropout030_delay2_relay_failure_early,68,1,1,46,24,46,-1,0,0,0.0000,52c80c84a2edb4f6
w_o_task_support,0,dropout030_delay2_relay_failure_early,69,1,1,47,24,47,-1,0,0,0.0000,294a7607b1c74a06
w_o_task_support,0,dropout030_delay2_relay_failure_early,71,1,1,53,24,53,-1,0,0,0.0000,162efa825169f9d8
w_o_task_support,0,dropout030_delay2_relay_failure_early,70,0,0,260,24,-1,-1,0,0,,55bf0a235b57446c
w_o_task_support,0,dropout030_delay2_relay_failure_early,74,1,1,46,24,46,-1,0,0,0.0000,8ef105761d761dc4
w_o_task_support,0,dropout030_delay2_relay_failure_early,72,1,1,48,24,48,-1,0,0,0.0000,800a9c2081d905d2
w_o_task_support,0,dropout030_delay2_relay_failure_early,75,1,1,49,24,49,-1,0,0,0.0000,9e0842bcef3f82e4
w_o_task_support,0,dropout030_delay2_relay_failure_early,73,0,0,260,24,-1,-1,0,0,,dfa65d3294563e1e
w_o_task_support,0,dropout030_delay2_relay_failure_early,77,1,1,47,24,47,-1,0,0,0.0000,d7d6dee0c73f58a3
w_o_task_support,0,dropout030_delay2_relay_failure_early,78,1,1,47,24,47,-1,0,0,0.0000,00897bcfcae66ae1
w_o_task_support,0,dropout030_delay2_relay_failure_early,79,1,1,47,24,47,-1,0,0,0.0000,038d9b780b2864fa
w_o_task_support,0,dropout030_delay2_relay_failure_early,76,0,0,260,24,-1,-1,0,0,,cb90d7c07881cbea
w_o_task_support,0,dropout030_delay2_relay_failure_early,80,1,1,45,24,45,-1,0,0,0.0000,f628fb5e2526b076
w_o_task_support,0,dropout030_delay2_relay_failure_early,81,1,1,47,24,47,-1,0,0,0.0000,7d7410bec5d4fd79
w_o_task_support,0,dropout030_delay2_relay_failure_early,82,1,1,47,24,47,-1,0,0,0.0000,1942ad15c69a7128
w_o_task_support,0,dropout030_delay2_relay_failure_early,83,0,0,260,24,-1,-1,0,0,,b211bade909c82d2
w_o_task_support,0,dropout030_delay2_relay_failure_early,84,1,1,45,24,45,-1,0,0,0.0000,a71b594177f34661
w_o_task_support,0,dropout030_delay2_relay_failure_early,87,1,1,45,24,45,-1,0,0,0.0000,08a59576da9f8dfe
w_o_task_support,0,dropout030_delay2_relay_failure_early,86,1,1,46,24,46,-1,0,0,0.0000,e29305b7e902613c
w_o_task_support,0,dropout030_delay2_relay_failure_early,85,1,1,49,24,49,-1,0,0,0.0000,f5bcec58de9a2086
w_o_task_support,0,dropout030_delay2_relay_failure_early,88,1,1,46,24,46,-1,0,0,0.0000,290d872a3709a266
w_o_task_support,0,dropout030_delay2_relay_failure_early,89,1,1,46,24,46,-1,0,0,0.0000,7b04eb0e0b4b742d
w_o_task_support,0,dropout030_delay2_relay_failure_early,91,1,1,46,24,46,-1,0,0,0.0000,8b7913ec9153ffbe
w_o_task_support,0,dropout030_delay2_relay_failure_early,90,1,1,49,24,49,-1,0,0,0.0000,fc7130f59caae3d6
w_o_task_support,0,dropout030_delay2_relay_failure_early,93,1,1,45,24,45,-1,0,0,0.0000,fd267dab6b81c289
w_o_task_support,0,dropout030_delay2_relay_failure_early,95,1,1,46,24,46,-1,0,0,0.0000,7f22a4a8b0ea1cbe
w_o_task_support,0,dropout030_delay2_relay_failure_early,92,1,1,48,24,48,-1,0,0,0.0000,96bd87612377a617
w_o_task_support,0,dropout030_delay2_relay_failure_early,94,1,1,49,24,49,-1,0,0,0.0000,7ed7fbe4f66796c6
w_o_task_support,0,dropout030_delay2_relay_failure_early,96,1,1,45,24,45,-1,0,0,0.0000,b9ca6fac9af8c9d8
w_o_task_support,0,dropout030_delay2_relay_failure_early,98,1,1,45,24,45,-1,0,0,0.0000,e4c99495466ffa3d
w_o_task_support,0,dropout030_delay2_relay_failure_early,97,1,1,47,24,47,-1,0,0,0.0000,ced473faa6a22465
w_o_task_support,0,dropout030_delay2_relay_failure_early,99,1,1,48,24,48,-1,0,0,0.0000,a79d7069279e5fea
w_o_task_support,1,dropout030_delay2_relay_failure,2,1,1,45,39,45,-1,0,0,0.0000,37e1c47d1bea4638
w_o_task_support,1,dropout030_delay2_relay_failure,3,1,1,45,39,45,-1,0,0,0.0000,212a2ef24d532ed6
w_o_task_support,1,dropout030_delay2_relay_failure,0,0,0,260,39,-1,-1,0,0,,a51f47fcf2a58ced
w_o_task_support,1,dropout030_delay2_relay_failure,1,0,0,260,39,-1,-1,0,0,,bf4956c7efcff3aa
w_o_task_support,1,dropout030_delay2_relay_failure,6,1,1,46,39,46,-1,0,0,0.0000,ec28b62c51abf2b8
w_o_task_support,1,dropout030_delay2_relay_failure,4,1,1,233,39,233,-1,0,0,0.0000,ad9c85dc2ea1d3d0
w_o_task_support,1,dropout030_delay2_relay_failure,5,0,0,260,39,-1,-1,0,0,,ac141951a203ce7f
w_o_task_support,1,dropout030_delay2_relay_failure,7,0,0,260,39,-1,-1,0,0,,f8f40c170b1b2ed8
w_o_task_support,1,dropout030_delay2_relay_failure,8,1,1,46,39,46,-1,0,0,0.0000,7dfa261a6955e696
w_o_task_support,1,dropout030_delay2_relay_failure,10,1,1,48,39,48,-1,0,0,0.0000,91f48f0b23f12ecb
w_o_task_support,1,dropout030_delay2_relay_failure,9,0,0,260,39,-1,-1,0,0,,7ed559e8ba9ea5e1
w_o_task_support,1,dropout030_delay2_relay_failure,11,0,0,260,39,-1,-1,0,0,,79bee223f44e80d9
w_o_task_support,1,dropout030_delay2_relay_failure,12,1,1,47,39,47,-1,0,0,0.0000,c2ed6623026f3683
w_o_task_support,1,dropout030_delay2_relay_failure,13,0,0,260,39,-1,-1,0,0,,f0721c16b0b016d0
w_o_task_support,1,dropout030_delay2_relay_failure,14,0,0,260,39,-1,-1,0,0,,5df4ed29fcb0cd8b
w_o_task_support,1,dropout030_delay2_relay_failure,15,0,0,260,39,-1,-1,0,0,,208cacf0e1d186f7
w_o_task_support,1,dropout030_delay2_relay_failure,19,1,1,45,39,45,-1,0,0,0.0000,5f016c680ae29804
w_o_task_support,1,dropout030_delay2_relay_failure,18,1,1,48,39,48,-1,0,0,0.0000,8f4bd1eb0dcb9f51
w_o_task_support,1,dropout030_delay2_relay_failure,16,0,0,260,39,-1,-1,0,0,,c5d246c3c5dada87
w_o_task_support,1,dropout030_delay2_relay_failure,17,0,0,260,39,-1,-1,0,0,,585e32826f25f691
w_o_task_support,1,dropout030_delay2_relay_failure,20,1,1,45,39,45,-1,0,0,0.0000,26c627bb09b0c3b5
w_o_task_support,1,dropout030_delay2_relay_failure,23,1,1,45,39,45,-1,0,0,0.0000,be7cdb474840ab7d
w_o_task_support,1,dropout030_delay2_relay_failure,21,0,0,260,39,-1,-1,0,0,,e9c2a62361109909
w_o_task_support,1,dropout030_delay2_relay_failure,22,0,0,260,39,-1,-1,0,0,,5514d69cb127b6f5
w_o_task_support,1,dropout030_delay2_relay_failure,24,1,1,47,39,47,-1,0,0,0.0000,b4b4c87f889274ef
w_o_task_support,1,dropout030_delay2_relay_failure,26,1,1,48,39,48,-1,0,0,0.0000,f0fbceb41bd1c2a0
w_o_task_support,1,dropout030_delay2_relay_failure,25,0,0,260,39,-1,-1,0,0,,b6f575bf27efded0
w_o_task_support,1,dropout030_delay2_relay_failure,27,0,0,260,39,-1,-1,0,0,,290b1c47c5284c43
w_o_task_support,1,dropout030_delay2_relay_failure,30,1,1,45,39,45,-1,0,0,0.0000,fc77ae1d9ee51ad3
w_o_task_support,1,dropout030_delay2_relay_failure,31,1,1,45,39,45,-1,0,0,0.0000,a14ee9af8b311153
w_o_task_support,1,dropout030_delay2_relay_failure,28,0,0,260,39,-1,-1,0,0,,8805dad85d453653
w_o_task_support,1,dropout030_delay2_relay_failure,29,0,0,260,39,-1,-1,0,0,,c2b7a794e4b4e311
w_o_task_support,1,dropout030_delay2_relay_failure,33,1,1,45,39,45,-1,0,0,0.0000,6d19865744715fc8
w_o_task_support,1,dropout030_delay2_relay_failure,34,1,1,45,39,45,-1,0,0,0.0000,084ecd539a8cea61
w_o_task_support,1,dropout030_delay2_relay_failure,35,1,1,45,39,45,-1,0,0,0.0000,5551eab6cef3aabd
w_o_task_support,1,dropout030_delay2_relay_failure,32,0,0,260,39,-1,-1,0,0,,6b1bee35f1035f6b
w_o_task_support,1,dropout030_delay2_relay_failure,37,1,1,46,39,46,-1,0,0,0.0000,ffebf5ed6ef2fe2b
w_o_task_support,1,dropout030_delay2_relay_failure,38,1,1,46,39,46,-1,0,0,0.0000,93d700971d094c67
w_o_task_support,1,dropout030_delay2_relay_failure,36,0,0,260,39,-1,-1,0,0,,ad773255a05f0dd5
w_o_task_support,1,dropout030_delay2_relay_failure,39,0,0,260,39,-1,-1,0,0,,8789bcd9dc70f197
w_o_task_support,1,dropout030_delay2_relay_failure,42,1,1,47,39,47,-1,0,0,0.0000,e34d3bcc61542980
w_o_task_support,1,dropout030_delay2_relay_failure,40,0,0,260,39,-1,-1,0,0,,0ee8c6f859380040
w_o_task_support,1,dropout030_delay2_relay_failure,41,0,0,260,39,-1,-1,0,0,,083aa4f4fd76f898
w_o_task_support,1,dropout030_delay2_relay_failure,43,0,0,260,39,-1,-1,0,0,,f1426f7c9b9036ed
w_o_task_support,1,dropout030_delay2_relay_failure,44,1,1,45,39,45,-1,0,0,0.0000,1e7c73c25e21d51c
w_o_task_support,1,dropout030_delay2_relay_failure,47,1,1,47,39,47,-1,0,0,0.0000,43935c480160aba9
w_o_task_support,1,dropout030_delay2_relay_failure,45,1,1,247,39,247,-1,0,0,0.0000,cfbbf1326da79a9f
w_o_task_support,1,dropout030_delay2_relay_failure,46,0,0,260,39,-1,-1,0,0,,1f8dcef0e98fd03a
w_o_task_support,1,dropout030_delay2_relay_failure,50,1,1,46,39,46,-1,0,0,0.0000,f7814eff05a5fcf3
w_o_task_support,1,dropout030_delay2_relay_failure,48,1,1,47,39,47,-1,0,0,0.0000,3680d337351b676c
w_o_task_support,1,dropout030_delay2_relay_failure,49,0,0,260,39,-1,-1,0,0,,1a30a7c92b62272f
w_o_task_support,1,dropout030_delay2_relay_failure,51,1,1,260,39,260,-1,0,0,0.0000,a456380286e01be1
w_o_task_support,1,dropout030_delay2_relay_failure,54,1,1,45,39,45,-1,0,0,0.0000,b40c6e76727b7a57
w_o_task_support,1,dropout030_delay2_relay_failure,52,1,1,259,39,259,-1,0,0,0.0000,ece6c20571c5c382
w_o_task_support,1,dropout030_delay2_relay_failure,53,0,0,260,39,-1,-1,0,0,,417439766bc07b63
w_o_task_support,1,dropout030_delay2_relay_failure,55,0,0,260,39,-1,-1,0,0,,6646c0f1f7be44db
w_o_task_support,1,dropout030_delay2_relay_failure,57,1,1,47,39,47,-1,0,0,0.0000,b19566a1645c03a0
w_o_task_support,1,dropout030_delay2_relay_failure,59,1,1,47,39,47,-1,0,0,0.0000,fb380b4b6069b0cc
w_o_task_support,1,dropout030_delay2_relay_failure,56,0,0,260,39,-1,-1,0,0,,5aadd5eadaa629d9
w_o_task_support,1,dropout030_delay2_relay_failure,58,0,0,260,39,-1,-1,0,0,,3737becc703398d2
w_o_task_support,1,dropout030_delay2_relay_failure,62,1,1,46,39,46,-1,0,0,0.0000,45c5f82f3b897830
w_o_task_support,1,dropout030_delay2_relay_failure,63,1,1,46,39,46,-1,0,0,0.0000,630dc9c77d4dd80d
w_o_task_support,1,dropout030_delay2_relay_failure,60,0,0,260,39,-1,-1,0,0,,fb3863ae7f69a43f
w_o_task_support,1,dropout030_delay2_relay_failure,61,0,0,260,39,-1,-1,0,0,,364d92ef10fa5c3c
w_o_task_support,1,dropout030_delay2_relay_failure,66,1,1,50,39,50,-1,0,0,0.0000,bc127db01a9bdc1d
w_o_task_support,1,dropout030_delay2_relay_failure,64,0,0,260,39,-1,-1,0,0,,d1165f9ef3eb6399
w_o_task_support,1,dropout030_delay2_relay_failure,65,0,0,260,39,-1,-1,0,0,,73a566303d9f79b4
w_o_task_support,1,dropout030_delay2_relay_failure,67,0,0,260,39,-1,-1,0,0,,409e27fec0f6d599
w_o_task_support,1,dropout030_delay2_relay_failure,69,1,1,47,39,47,-1,0,0,0.0000,0fcc5b2b8522bafa
w_o_task_support,1,dropout030_delay2_relay_failure,70,1,1,241,39,241,-1,0,0,0.0000,5431d28776a2e75c
w_o_task_support,1,dropout030_delay2_relay_failure,68,0,0,260,39,-1,-1,0,0,,97bb6b211754889e
w_o_task_support,1,dropout030_delay2_relay_failure,71,0,0,260,39,-1,-1,0,0,,597c23c6df2926c3
w_o_task_support,1,dropout030_delay2_relay_failure,73,1,1,47,39,47,-1,0,0,0.0000,7286f38d568baa63
w_o_task_support,1,dropout030_delay2_relay_failure,72,1,1,208,39,208,-1,0,0,0.0000,f001c54685aa2a45
w_o_task_support,1,dropout030_delay2_relay_failure,74,1,1,252,39,252,-1,0,0,0.0000,bd0101ec3b00b771
w_o_task_support,1,dropout030_delay2_relay_failure,75,0,0,260,39,-1,-1,0,0,,fd7f0395c6e7e853
w_o_task_support,1,dropout030_delay2_relay_failure,78,1,1,46,39,46,-1,0,0,0.0000,d98d80977a04a3a8
w_o_task_support,1,dropout030_delay2_relay_failure,77,1,1,47,39,47,-1,0,0,0.0000,1102dcefb77e5688
w_o_task_support,1,dropout030_delay2_relay_failure,76,0,0,260,39,-1,-1,0,0,,2545967a4322c01f
w_o_task_support,1,dropout030_delay2_relay_failure,79,0,0,260,39,-1,-1,0,0,,fbef2f96aba430a9
w_o_task_support,1,dropout030_delay2_relay_failure,80,1,1,45,39,45,-1,0,0,0.0000,e08c10767c75de9f
w_o_task_support,1,dropout030_delay2_relay_failure,81,1,1,46,39,46,-1,0,0,0.0000,3bfb7f241d5da2bf
w_o_task_support,1,dropout030_delay2_relay_failure,82,1,1,46,39,46,-1,0,0,0.0000,e61c3c9885aa2b13
w_o_task_support,1,dropout030_delay2_relay_failure,83,0,0,260,39,-1,-1,0,0,,2d358ea3205dadd7
w_o_task_support,1,dropout030_delay2_relay_failure,84,1,1,45,39,45,-1,0,0,0.0000,31c7d0ce847a4fbe
w_o_task_support,1,dropout030_delay2_relay_failure,85,1,1,48,39,48,-1,0,0,0.0000,333494e41989ed1d
w_o_task_support,1,dropout030_delay2_relay_failure,86,0,0,260,39,-1,-1,0,0,,8c105503ce72ba98
w_o_task_support,1,dropout030_delay2_relay_failure,87,0,0,260,39,-1,-1,0,0,,a3c0dd78a37ab7ae
w_o_task_support,1,dropout030_delay2_relay_failure,91,1,1,45,39,45,-1,0,0,0.0000,7c9d146c3b07323f
w_o_task_support,1,dropout030_delay2_relay_failure,89,1,1,46,39,46,-1,0,0,0.0000,dc72807dbf0b4624
w_o_task_support,1,dropout030_delay2_relay_failure,88,0,0,260,39,-1,-1,0,0,,9cf645d43da18153
w_o_task_support,1,dropout030_delay2_relay_failure,90,0,0,260,39,-1,-1,0,0,,c11ed11d7391925a
w_o_task_support,1,dropout030_delay2_relay_failure,93,1,1,44,39,44,-1,0,0,0.0000,d1b6f99c79e80b2c
w_o_task_support,1,dropout030_delay2_relay_failure,94,1,1,236,39,236,-1,0,0,0.0000,376e3cafb7039758
w_o_task_support,1,dropout030_delay2_relay_failure,95,1,1,257,39,257,-1,0,0,0.0000,bacbb87ad2c90880
w_o_task_support,1,dropout030_delay2_relay_failure,92,0,0,260,39,-1,-1,0,0,,eeb0f47d58af38a1
w_o_task_support,1,dropout030_delay2_relay_failure,98,1,1,45,39,45,-1,0,0,0.0000,66298677a3f874b0
w_o_task_support,1,dropout030_delay2_relay_failure,97,1,1,47,39,47,-1,0,0,0.0000,339aa410730ef5e5
w_o_task_support,1,dropout030_delay2_relay_failure,96,0,0,260,39,-1,-1,0,0,,56dd5f7c8e1cb765
w_o_task_support,1,dropout030_delay2_relay_failure,99,0,0,260,39,-1,-1,0,0,,f43525e025dca653
w_o_task_support,1,dropout030_delay2_relay_failure_early,2,1,1,45,24,45,-1,0,0,0.0000,14ec45661cc42de8
w_o_task_support,1,dropout030_delay2_relay_failure_early,0,0,0,260,24,-1,-1,0,0,,b43bba369c9358eb
w_o_task_support,1,dropout030_delay2_relay_failure_early,1,0,0,260,24,-1,-1,0,0,,1839fe4f74edc9d5
w_o_task_support,1,dropout030_delay2_relay_failure_early,3,0,0,260,24,-1,-1,0,0,,b2b796cbdc07448d
w_o_task_support,1,dropout030_delay2_relay_failure_early,4,1,1,47,24,47,-1,0,0,0.0000,bb6909dea25211ae
w_o_task_support,1,dropout030_delay2_relay_failure_early,7,1,1,48,24,48,-1,0,0,0.0000,f69b8ca52b7c78ae
w_o_task_support,1,dropout030_delay2_relay_failure_early,5,0,0,260,24,-1,-1,0,0,,c31e1cbb3c6f256b
w_o_task_support,1,dropout030_delay2_relay_failure_early,6,0,0,260,24,-1,-1,0,0,,5b50ae4dbe8ec864
w_o_task_support,1,dropout030_delay2_relay_failure_early,8,1,1,47,24,47,-1,0,0,0.0000,d8a2b0ad9beed50f
w_o_task_support,1,dropout030_delay2_relay_failure_early,10,1,1,48,24,48,-1,0,0,0.0000,e1adc417e9ee9561
w_o_task_support,1,dropout030_delay2_relay_failure_early,9,0,0,260,24,-1,-1,0,0,,fd75750333bc436b
w_o_task_support,1,dropout030_delay2_relay_failure_early,11,0,0,260,24,-1,-1,0,0,,a4a39eb78f4e7d6c
w_o_task_support,1,dropout030_delay2_relay_failure_early,12,1,1,47,24,47,-1,0,0,0.0000,3b3fc7ab0265faf0
w_o_task_support,1,dropout030_delay2_relay_failure_early,13,0,0,260,24,-1,-1,0,0,,107bdd5fa090d467
w_o_task_support,1,dropout030_delay2_relay_failure_early,14,0,0,260,24,-1,-1,0,0,,43bcca5f0d013a08
w_o_task_support,1,dropout030_delay2_relay_failure_early,15,0,0,260,24,-1,-1,0,0,,54dc5dcf2e5737c5
w_o_task_support,1,dropout030_delay2_relay_failure_early,19,1,1,45,24,45,-1,0,0,0.0000,9878fdc7da27f571
w_o_task_support,1,dropout030_delay2_relay_failure_early,16,1,1,47,24,47,-1,0,0,0.0000,4ed92f9f942391d2
w_o_task_support,1,dropout030_delay2_relay_failure_early,17,1,1,47,24,47,-1,0,0,0.0000,e1a3ac143f63b451
w_o_task_support,1,dropout030_delay2_relay_failure_early,18,1,1,233,24,233,-1,0,0,0.0000,0a8cdd3dba19e07b
w_o_task_support,1,dropout030_delay2_relay_failure_early,23,1,1,45,24,45,-1,0,0,0.0000,34ce7d860c7eeeca
w_o_task_support,1,dropout030_delay2_relay_failure_early,20,0,0,260,24,-1,-1,0,0,,e6b136bfda443ce5
w_o_task_support,1,dropout030_delay2_relay_failure_early,21,0,0,260,24,-1,-1,0,0,,e5ebb7ec55a1783a
w_o_task_support,1,dropout030_delay2_relay_failure_early,22,0,0,260,24,-1,-1,0,0,,526a377fc8f7747c
w_o_task_support,1,dropout030_delay2_relay_failure_early,24,1,1,47,24,47,-1,0,0,0.0000,9e902028978bb379
w_o_task_support,1,dropout030_delay2_relay_failure_early,26,1,1,48,24,48,-1,0,0,0.0000,c15a3e97e0798afc
w_o_task_support,1,dropout030_delay2_relay_failure_early,25,0,0,260,24,-1,-1,0,0,,d933cd4c834afad1
w_o_task_support,1,dropout030_delay2_relay_failure_early,27,0,0,260,24,-1,-1,0,0,,924c5a8d3fb21b9b
w_o_task_support,1,dropout030_delay2_relay_failure_early,30,1,1,45,24,45,-1,0,0,0.0000,0edeb32a47aab911
w_o_task_support,1,dropout030_delay2_relay_failure_early,31,1,1,45,24,45,-1,0,0,0.0000,12dffe252ac17794
w_o_task_support,1,dropout030_delay2_relay_failure_early,29,1,1,186,24,186,-1,0,0,0.0000,ce14664512dce879
w_o_task_support,1,dropout030_delay2_relay_failure_early,28,0,0,260,24,-1,-1,0,0,,a03d03ee7924e239
w_o_task_support,1,dropout030_delay2_relay_failure_early,35,1,1,45,24,45,-1,0,0,0.0000,7b2be2033226a2e3
w_o_task_support,1,dropout030_delay2_relay_failure_early,32,0,0,260,24,-1,-1,0,0,,8d01b34c157cad2d
w_o_task_support,1,dropout030_delay2_relay_failure_early,33,0,0,260,24,-1,-1,0,0,,ab0ea7f9402c4937
w_o_task_support,1,dropout030_delay2_relay_failure_early,34,0,0,260,24,-1,-1,0,0,,8ed1b0f441fd7d3e
w_o_task_support,1,dropout030_delay2_relay_failure_early,36,1,1,49,24,49,-1,0,0,0.0000,44b2d991cc99081d
w_o_task_support,1,dropout030_delay2_relay_failure_early,37,0,0,260,24,-1,-1,0,0,,12b9e32ed10b5642
w_o_task_support,1,dropout030_delay2_relay_failure_early,38,0,0,260,24,-1,-1,0,0,,5eba3ad37103a34d
w_o_task_support,1,dropout030_delay2_relay_failure_early,39,0,0,260,24,-1,-1,0,0,,970aa22f10939f10
w_o_task_support,1,dropout030_delay2_relay_failure_early,42,1,1,47,24,47,-1,0,0,0.0000,1af8856f72a84681
w_o_task_support,1,dropout030_delay2_relay_failure_early,40,0,0,260,24,-1,-1,0,0,,21344fadde337b3b
w_o_task_support,1,dropout030_delay2_relay_failure_early,41,0,0,260,24,-1,-1,0,0,,ec201455092fe948
w_o_task_support,1,dropout030_delay2_relay_failure_early,43,0,0,260,24,-1,-1,0,0,,c6c0709f1e1c034c
w_o_task_support,1,dropout030_delay2_relay_failure_early,47,1,1,46,24,46,-1,0,0,0.0000,31be6abc2d5130e1
w_o_task_support,1,dropout030_delay2_relay_failure_early,44,0,0,260,24,-1,-1,0,0,,b49e2cd0fbc94d94
w_o_task_support,1,dropout030_delay2_relay_failure_early,45,0,0,260,24,-1,-1,0,0,,674e4750466cfb46
w_o_task_support,1,dropout030_delay2_relay_failure_early,46,0,0,260,24,-1,-1,0,0,,d867f5431e76d46d
w_o_task_support,1,dropout030_delay2_relay_failure_early,50,1,1,46,24,46,-1,0,0,0.0000,f77c2efa30f3a172
w_o_task_support,1,dropout030_delay2_relay_failure_early,48,1,1,47,24,47,-1,0,0,0.0000,b2d3e4f35c907a07
w_o_task_support,1,dropout030_delay2_relay_failure_early,49,0,0,260,24,-1,-1,0,0,,1d620bde313e8a55
w_o_task_support,1,dropout030_delay2_relay_failure_early,51,0,0,260,24,-1,-1,0,0,,95e5bad4e4799f68
w_o_task_support,1,dropout030_delay2_relay_failure_early,52,0,0,260,24,-1,-1,0,0,,87e5f5007bbb5f0f
w_o_task_support,1,dropout030_delay2_relay_failure_early,53,0,0,260,24,-1,-1,0,0,,845e407ef86fdc5a
w_o_task_support,1,dropout030_delay2_relay_failure_early,54,0,0,260,24,-1,-1,0,0,,fee3a646a690ab41
w_o_task_support,1,dropout030_delay2_relay_failure_early,55,0,0,260,24,-1,-1,0,0,,95b5bdc2a17af478
w_o_task_support,1,dropout030_delay2_relay_failure_early,57,1,1,46,24,46,-1,0,0,0.0000,2d5b1218bc87ecf5
w_o_task_support,1,dropout030_delay2_relay_failure_early,59,1,1,47,24,47,-1,0,0,0.0000,48306cc9bef7f2bd
w_o_task_support,1,dropout030_delay2_relay_failure_early,56,0,0,260,24,-1,-1,0,0,,b17fc864fc6abffd
w_o_task_support,1,dropout030_delay2_relay_failure_early,58,0,0,260,24,-1,-1,0,0,,57234861407794cd
w_o_task_support,1,dropout030_delay2_relay_failure_early,62,1,1,46,24,46,-1,0,0,0.0000,85488f7fc43cfb10
w_o_task_support,1,dropout030_delay2_relay_failure_early,63,1,1,46,24,46,-1,0,0,0.0000,09a6bc0764f57a50
w_o_task_support,1,dropout030_delay2_relay_failure_early,60,0,0,260,24,-1,-1,0,0,,c16641b78a6f14c3
w_o_task_support,1,dropout030_delay2_relay_failure_early,61,0,0,260,24,-1,-1,0,0,,4cbf72c5dd1a44d4
w_o_task_support,1,dropout030_delay2_relay_failure_early,65,1,1,46,24,46,-1,0,0,0.0000,52a3ea7d79f1787a
w_o_task_support,1,dropout030_delay2_relay_failure_early,66,1,1,49,24,49,-1,0,0,0.0000,33d886079a85ff2a
w_o_task_support,1,dropout030_delay2_relay_failure_early,64,0,0,260,24,-1,-1,0,0,,c07d3b8f69eeaa07
w_o_task_support,1,dropout030_delay2_relay_failure_early,67,0,0,260,24,-1,-1,0,0,,bca3ef7ecda19195
w_o_task_support,1,dropout030_delay2_relay_failure_early,68,0,0,260,24,-1,-1,0,0,,71d27a6224870a3e
w_o_task_support,1,dropout030_delay2_relay_failure_early,69,0,0,260,24,-1,-1,0,0,,49f30292dadfc596
w_o_task_support,1,dropout030_delay2_relay_failure_early,70,0,0,260,24,-1,-1,0,0,,bef233cc59171fdc
w_o_task_support,1,dropout030_delay2_relay_failure_early,71,0,0,260,24,-1,-1,0,0,,dcc61b9ed942c473
w_o_task_support,1,dropout030_delay2_relay_failure_early,72,1,1,202,24,202,-1,0,0,0.0000,7f528f14fd5bf503
